:ID,name,:LABEL,aliases,description,source
ent_fc6e681b9cd145a9,state-trait anxiety inventory,Entity:Scale,"stai scale, state-trait anxiety inventory","Scale used to assess emotion, stress, or affective symptoms.",seed
ent_61b6da8a33c376cf,BAI,Entity:Scale,BAI,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_475416f169df04f9,beck anxiety inventory,Entity:Scale,beck anxiety inventory,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_380bf3121dc6dca5,GAD-7,Entity:Scale,GAD-7,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_b9bdee30d7f0a841,PHQ-2,Entity:Scale,PHQ-2,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_1ee98c4d351216bb,CES-D,Entity:Scale,CES-D,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_76715cb688a6140e,HADS,Entity:Scale,HADS,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_ac366d8625f3ae31,hospital anxiety and depression scale,Entity:Scale,"hads scale, hospital anxiety and depression scale","Scale used to assess emotion, stress, or affective symptoms.",seed
ent_bae74aaf18ae0ae2,WHO-5 well-being index,Entity:Scale,WHO-5 well-being index,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_de1f6f0985ebd872,PSS,Entity:Scale,PSS,"Scale used to assess emotion, stress, or affective symptoms.",seed
ent_69147408fb8e752f,perceived stress scale,Entity:Scale,"perceived stress scale, pss scale","Scale used to assess emotion, stress, or affective symptoms.",seed
ent_a9605606ceb6cb7c,melancholic depression,Entity:Disease,melancholic depression,Melancholic Depression is a depression-related disease entity.,seed
ent_994629e5bf158a79,atypical depression,Entity:Disease,atypical depression,Atypical Depression is a depression-related disease entity.,seed
ent_e7ff7a01ef3afed9,psychotic depression,Entity:Disease,psychotic depression,Psychotic Depression is a depression-related disease entity.,seed
ent_e2060c4838ff8034,catatonic depression,Entity:Disease,catatonic depression,Catatonic Depression is a depression-related disease entity.,seed
ent_b71ef8e3975f095a,anxious depression,Entity:Disease,anxious depression,Anxious Depression is a depression-related disease entity.,seed
ent_7f6f79545c260e84,agitated depression,Entity:Disease,agitated depression,Agitated Depression is a depression-related disease entity.,seed
ent_da1cd84453d814c0,retarded depression,Entity:Disease,retarded depression,Retarded Depression is a depression-related disease entity.,seed
ent_ad868b796fda700f,chronic major depression,Entity:Disease,chronic major depression,Chronic Major Depression is a depression-related disease entity.,seed
ent_1ab3e9e0c7ba337f,recurrent major depression,Entity:Disease,recurrent major depression,Recurrent Major Depression is a depression-related disease entity.,seed
ent_8765c557f500caa0,single-episode major depression,Entity:Disease,single-episode major depression,Single-Episode Major Depression is a depression-related disease entity.,seed
ent_da6c3732222518b5,double depression,Entity:Disease,double depression,Double Depression is a depression-related disease entity.,seed
ent_98767bb0b3516f09,subsyndromal depression,Entity:Disease,subsyndromal depression,Subsyndromal Depression is a depression-related disease entity.,seed
ent_bc99823db6ab11f0,minor depression,Entity:Disease,minor depression,Minor Depression is a depression-related disease entity.,seed
ent_d3e3d492af9b6808,masked depression,Entity:Disease,masked depression,Masked Depression is a depression-related disease entity.,seed
ent_44814b5cf663ef47,endogenous depression,Entity:Disease,endogenous depression,Endogenous Depression is a depression-related disease entity.,seed
ent_6bee6c4917ee850e,reactive depression,Entity:Disease,reactive depression,Reactive Depression is a depression-related disease entity.,seed
ent_d9759da04bdbb0e5,involutional depression,Entity:Disease,involutional depression,Involutional Depression is a depression-related disease entity.,seed
ent_169c7650c4e37223,vascular depression,Entity:Disease,vascular depression,Vascular Depression is a depression-related disease entity.,seed
ent_4a5cbe442f64190f,late-life depression,Entity:Disease,late-life depression,Late-Life Depression is a depression-related disease entity.,seed
ent_de25f75bd3b7029b,adolescent depression,Entity:Disease,adolescent depression,Adolescent Depression is a depression-related disease entity.,seed
ent_8cd5018a17d8244c,childhood depression,Entity:Disease,childhood depression,Childhood Depression is a depression-related disease entity.,seed
ent_72e531099c571dae,perimenopausal depression,Entity:Disease,perimenopausal depression,Perimenopausal Depression is a depression-related disease entity.,seed
ent_525d96d30e4cbc6d,menopausal depression,Entity:Disease,menopausal depression,Menopausal Depression is a depression-related disease entity.,seed
ent_373cec5d471e990b,peripartum depression,Entity:Disease,peripartum depression,Peripartum Depression is a depression-related disease entity.,seed
ent_111139d387edc2a1,antenatal depression,Entity:Disease,antenatal depression,Antenatal Depression is a depression-related disease entity.,seed
ent_57b73f6d3da32310,prenatal depression,Entity:Disease,prenatal depression,Prenatal Depression is a depression-related disease entity.,seed
ent_77fe8d4c39978930,postnatal depression,Entity:Disease,postnatal depression,Postnatal Depression is a depression-related disease entity.,seed
ent_a658be57273fe9d9,seasonal depression,Entity:Disease,seasonal depression,Seasonal Depression is a depression-related disease entity.,seed
ent_5538e72db02ba4a8,winter-pattern depression,Entity:Disease,winter-pattern depression,Winter-Pattern Depression is a depression-related disease entity.,seed
ent_076d54e338112fe8,summer-pattern depression,Entity:Disease,summer-pattern depression,Summer-Pattern Depression is a depression-related disease entity.,seed
ent_b2d89e579c6e0b2d,treatment-refractory depression,Entity:Disease,treatment-refractory depression,Treatment-Refractory Depression is a depression-related disease entity.,seed
ent_3fb6a04a8520aa0a,partial-remission depression,Entity:Disease,partial-remission depression,Partial-Remission Depression is a depression-related disease entity.,seed
ent_4e6f6581335eb5b3,residual depression,Entity:Disease,residual depression,Residual Depression is a depression-related disease entity.,seed
ent_0051c3b0f2c290c3,bipolar depression episode,Entity:Disease,bipolar depression episode,Bipolar Depression Episode is a depression-related disease entity.,seed
ent_0f1af84e59d899f0,depression with mixed features,Entity:Disease,depression with mixed features,Depression With Mixed Features is a depression-related disease entity.,seed
ent_5b5d1cab0be6bbec,depression with anxious distress,Entity:Disease,depression with anxious distress,Depression With Anxious Distress is a depression-related disease entity.,seed
ent_12040ffb88ad5bc7,depression with psychomotor changes,Entity:Disease,depression with psychomotor changes,Depression With Psychomotor Changes is a depression-related disease entity.,seed
ent_da08665f4901c689,depression with somatic symptoms,Entity:Disease,depression with somatic symptoms,Depression With Somatic Symptoms is a depression-related disease entity.,seed
ent_b60b2ffcc2c0f098,depression with atypical features,Entity:Disease,depression with atypical features,Depression With Atypical Features is a depression-related disease entity.,seed
ent_24dd85a5dbf003b1,persistent low mood,Entity:Symptom,persistent low mood,Persistent Low Mood is a depression-related symptom entity.,seed
ent_9a9b2631b49f8da4,depressed affect,Entity:Symptom,depressed affect,Depressed Affect is a depression-related symptom entity.,seed
ent_0b70de82a78042c4,loss of enjoyment,Entity:Symptom,loss of enjoyment,Loss Of Enjoyment is a depression-related symptom entity.,seed
ent_692adfda65faf47f,reduced motivation,Entity:Symptom,reduced motivation,Reduced Motivation is a depression-related symptom entity.,seed
ent_38ee0f39cec47fe0,psychomotor retardation,Entity:Symptom,psychomotor retardation,Psychomotor Retardation is a depression-related symptom entity.,seed
ent_8acd637335bff504,psychomotor slowing,Entity:Symptom,psychomotor slowing,Psychomotor Slowing is a depression-related symptom entity.,seed
ent_c024abe6cc577d19,psychomotor agitation,Entity:Symptom,psychomotor agitation,Psychomotor Agitation is a depression-related symptom entity.,seed
ent_abfc4f4ad4fc4765,emotional flatness,Entity:Symptom,emotional flatness,Emotional Flatness is a depression-related symptom entity.,seed
ent_e49d71392805e7cf,social withdrawal,Entity:Symptom,social withdrawal,Social Withdrawal is a depression-related symptom entity.,seed
ent_769dff2efb347106,crying spells,Entity:Symptom,crying spells,Crying Spells is a depression-related symptom entity.,seed
ent_e036260f1643c639,inner emptiness,Entity:Symptom,inner emptiness,Inner Emptiness is a depression-related symptom entity.,seed
ent_4d04a6903ee5064f,self-loathing,Entity:Symptom,self-loathing,Self-Loathing is a depression-related symptom entity.,seed
ent_d76dea6d0806d19a,self-devaluation,Entity:Symptom,self-devaluation,Self-Devaluation is a depression-related symptom entity.,seed
ent_88a2b9fff100a664,low self-esteem,Entity:Symptom,low self-esteem,Low Self-Esteem is a depression-related symptom entity.,seed
ent_5a4593109ee4b15e,self-reproach,Entity:Symptom,self-reproach,Self-Reproach is a depression-related symptom entity.,seed
ent_99218b863368e4c5,indecisiveness,Entity:Symptom,indecisiveness,Indecisiveness is a depression-related symptom entity.,seed
ent_f58409faa9a15539,cognitive slowing,Entity:Symptom,cognitive slowing,Cognitive Slowing is a depression-related symptom entity.,seed
ent_95c6af1482a9a818,impaired concentration,Entity:Symptom,impaired concentration,Impaired Concentration is a depression-related symptom entity.,seed
ent_da8bb04b2215a488,memory complaints,Entity:Symptom,memory complaints,Memory Complaints is a depression-related symptom entity.,seed
ent_cbde4897b6e12542,mental fatigue,Entity:Symptom,mental fatigue,Mental Fatigue is a depression-related symptom entity.,seed
ent_a77ba1c7e257765a,physical fatigue,Entity:Symptom,physical fatigue,Physical Fatigue is a depression-related symptom entity.,seed
ent_74766449a174a7ea,low energy,Entity:Symptom,low energy,Low Energy is a depression-related symptom entity.,seed
ent_85277c4d1fc773b9,morning worsening,Entity:Symptom,morning worsening,Morning Worsening is a depression-related symptom entity.,seed
ent_23b32a468ca9e42f,diurnal mood variation,Entity:Symptom,diurnal mood variation,Diurnal Mood Variation is a depression-related symptom entity.,seed
ent_46b0270878e70919,early morning low mood,Entity:Symptom,early morning low mood,Early Morning Low Mood is a depression-related symptom entity.,seed
ent_e1f601083e936650,anxiety tension,Entity:Symptom,anxiety tension,Anxiety Tension is a depression-related symptom entity.,seed
ent_68d854e9a82a7e1c,somatic anxiety,Entity:Symptom,somatic anxiety,Somatic Anxiety is a depression-related symptom entity.,seed
ent_b625410ba8a84ccc,panic-like symptoms,Entity:Symptom,panic-like symptoms,Panic-Like Symptoms is a depression-related symptom entity.,seed
ent_35f55c767ef15867,irritability outbursts,Entity:Symptom,irritability outbursts,Irritability Outbursts is a depression-related symptom entity.,seed
ent_ea57fe3b24214f21,reduced libido,Entity:Symptom,reduced libido,Reduced Libido is a depression-related symptom entity.,seed
ent_9c80715d2c2edb85,sexual dysfunction symptoms,Entity:Symptom,sexual dysfunction symptoms,Sexual Dysfunction Symptoms is a depression-related symptom entity.,seed
ent_e80f144b13dc874e,appetite loss,Entity:Symptom,appetite loss,Appetite Loss is a depression-related symptom entity.,seed
ent_d23e59fe938a6507,increased appetite episodes,Entity:Symptom,increased appetite episodes,Increased Appetite Episodes is a depression-related symptom entity.,seed
ent_23fb986c6649a447,weight gain,Entity:Symptom,weight gain,Weight Gain is a depression-related symptom entity.,seed
ent_f8060d0346e734b9,insomnia symptoms,Entity:Symptom,insomnia symptoms,Insomnia Symptoms is a depression-related symptom entity.,seed
ent_5ee895dc53781ae1,hypersomnia symptoms,Entity:Symptom,hypersomnia symptoms,Hypersomnia Symptoms is a depression-related symptom entity.,seed
ent_bf3d9dd51d94cc2e,nonrestorative sleep symptoms,Entity:Symptom,nonrestorative sleep symptoms,Nonrestorative Sleep Symptoms is a depression-related symptom entity.,seed
ent_946acb8e8c3d5c5f,sleep continuity complaints,Entity:Symptom,sleep continuity complaints,Sleep Continuity Complaints is a depression-related symptom entity.,seed
ent_054eb3f0badd8f54,feelings of failure,Entity:Symptom,feelings of failure,Feelings Of Failure is a depression-related symptom entity.,seed
ent_ffc79fb9fd1b4336,pessimism,Entity:Symptom,pessimism,Pessimism is a depression-related symptom entity.,seed
ent_bc6d5ff1e7317a11,demoralized mood,Entity:Symptom,demoralized mood,Demoralized Mood is a depression-related symptom entity.,seed
ent_9319b9022373f0d2,hopeless cognition,Entity:Symptom,hopeless cognition,Hopeless Cognition is a depression-related symptom entity.,seed
ent_c94c34c8d6535b8d,helpless cognition,Entity:Symptom,helpless cognition,Helpless Cognition is a depression-related symptom entity.,seed
ent_e13eb57bf6b12beb,worthlessness feelings,Entity:Symptom,worthlessness feelings,Worthlessness Feelings is a depression-related symptom entity.,seed
ent_08603530a828a375,survivor guilt,Entity:Symptom,survivor guilt,Survivor Guilt is a depression-related symptom entity.,seed
ent_ac0975b4ba2a68e1,anticipatory dread,Entity:Symptom,anticipatory dread,Anticipatory Dread is a depression-related symptom entity.,seed
ent_6c46d084960ae885,death preoccupation,Entity:Symptom,death preoccupation,Death Preoccupation is a depression-related symptom entity.,seed
ent_6d24c344e7887931,passive death wish,Entity:Symptom,passive death wish,Passive Death Wish is a depression-related symptom entity.,seed
ent_982d96a83e620c4a,active suicidal ideation,Entity:Symptom,active suicidal ideation,Active Suicidal Ideation is a depression-related symptom entity.,seed
ent_c9659cfd1eaa083c,suicidal planning,Entity:Symptom,suicidal planning,Suicidal Planning is a depression-related symptom entity.,seed
ent_987ae68f9a81cbd7,suicidal intent,Entity:Symptom,suicidal intent,Suicidal Intent is a depression-related symptom entity.,seed
ent_294485f13492734a,self-harm urges,Entity:Symptom,self-harm urges,Self-Harm Urges is a depression-related symptom entity.,seed
ent_d1f80a4d697d0411,self-harm behavior,Entity:Symptom,self-harm behavior,Self-Harm Behavior is a depression-related symptom entity.,seed
ent_8d8fb72dbcba91dc,functional impairment,Entity:Symptom,functional impairment,Functional Impairment is a depression-related symptom entity.,seed
ent_e0de1dbb81badd91,occupational impairment,Entity:Symptom,occupational impairment,Occupational Impairment is a depression-related symptom entity.,seed
ent_6c19bf0bc4bb7f1e,academic impairment,Entity:Symptom,academic impairment,Academic Impairment is a depression-related symptom entity.,seed
ent_d85fbc6e9be6e71d,interpersonal impairment,Entity:Symptom,interpersonal impairment,Interpersonal Impairment is a depression-related symptom entity.,seed
ent_5569f03520f291bc,childhood adversity,Entity:Risk_Factor,childhood adversity,Childhood Adversity is a depression-related risk_factor entity.,seed
ent_815565304a2077eb,adverse childhood experiences,Entity:Risk_Factor,adverse childhood experiences,Adverse Childhood Experiences is a depression-related risk_factor entity.,seed
ent_8862a190600c92d1,emotional abuse history,Entity:Risk_Factor,emotional abuse history,Emotional Abuse History is a depression-related risk_factor entity.,seed
ent_cbbab173333e6c75,physical abuse history,Entity:Risk_Factor,physical abuse history,Physical Abuse History is a depression-related risk_factor entity.,seed
ent_bb0676e05aa746da,sexual abuse history,Entity:Risk_Factor,sexual abuse history,Sexual Abuse History is a depression-related risk_factor entity.,seed
ent_c5d61540affa5d30,neglect history,Entity:Risk_Factor,neglect history,Neglect History is a depression-related risk_factor entity.,seed
ent_e63af02da1786f73,bullying victimization,Entity:Risk_Factor,bullying victimization,Bullying Victimization is a depression-related risk_factor entity.,seed
ent_837d40c26738745f,interpersonal trauma,Entity:Risk_Factor,interpersonal trauma,Interpersonal Trauma is a depression-related risk_factor entity.,seed
ent_2c068884147aaf78,bereavement,Entity:Risk_Factor,bereavement,Bereavement is a depression-related risk_factor entity.,seed
ent_f475a2b7a9c0fa3f,relationship breakup,Entity:Risk_Factor,relationship breakup,Relationship Breakup is a depression-related risk_factor entity.,seed
ent_e468b097a15b6637,divorce stress,Entity:Risk_Factor,divorce stress,Divorce Stress is a depression-related risk_factor entity.,seed
ent_32df71c87cb9b05f,caregiver burden,Entity:Risk_Factor,caregiver burden,Caregiver Burden is a depression-related risk_factor entity.,seed
ent_42c961a9b7516bcb,chronic stress exposure,Entity:Risk_Factor,chronic stress exposure,Chronic Stress Exposure is a depression-related risk_factor entity.,seed
ent_fcc0d566d1c9a80a,occupational stress,Entity:Risk_Factor,occupational stress,Occupational Stress is a depression-related risk_factor entity.,seed
ent_a0f77c216dd3ca20,job insecurity,Entity:Risk_Factor,job insecurity,Job Insecurity is a depression-related risk_factor entity.,seed
ent_f9b4351ca4b15c7c,unemployment,Entity:Risk_Factor,unemployment,Unemployment is a depression-related risk_factor entity.,seed
ent_719ebf9323a781f6,financial strain,Entity:Risk_Factor,financial strain,Financial Strain is a depression-related risk_factor entity.,seed
ent_138972a478ec48ed,debt burden,Entity:Risk_Factor,debt burden,Debt Burden is a depression-related risk_factor entity.,seed
ent_bfe4ed5b4d0608f2,low social support,Entity:Risk_Factor,low social support,Low Social Support is a depression-related risk_factor entity.,seed
ent_748fc4fd6c0bffd5,perceived loneliness,Entity:Risk_Factor,perceived loneliness,Perceived Loneliness is a depression-related risk_factor entity.,seed
ent_0062a4c6dc75c95b,social conflict,Entity:Risk_Factor,social conflict,Social Conflict is a depression-related risk_factor entity.,seed
ent_4cd80f9074640d57,family conflict,Entity:Risk_Factor,family conflict,Family Conflict is a depression-related risk_factor entity.,seed
ent_55c6f067e347813f,sleep deprivation risk,Entity:Risk_Factor,sleep deprivation risk,Sleep Deprivation Risk is a depression-related risk_factor entity.,seed
ent_005d217262fa9f5d,shift work exposure,Entity:Risk_Factor,shift work exposure,Shift Work Exposure is a depression-related risk_factor entity.,seed
ent_ce4ac8d9f3a3d5a8,circadian disruption risk,Entity:Risk_Factor,circadian disruption risk,Circadian Disruption Risk is a depression-related risk_factor entity.,seed
ent_f860717cc873faf9,sedentary lifestyle,Entity:Risk_Factor,sedentary lifestyle,Sedentary Lifestyle is a depression-related risk_factor entity.,seed
ent_07bfee8ebc420e70,poor diet quality,Entity:Risk_Factor,poor diet quality,Poor Diet Quality is a depression-related risk_factor entity.,seed
ent_23a83ca62083e2ac,alcohol misuse,Entity:Risk_Factor,alcohol misuse,Alcohol Misuse is a depression-related risk_factor entity.,seed
ent_af98c56ff4d032db,substance misuse,Entity:Risk_Factor,substance misuse,Substance Misuse is a depression-related risk_factor entity.,seed
ent_aa7b05c3d3e315d6,nicotine dependence,Entity:Risk_Factor,nicotine dependence,Nicotine Dependence is a depression-related risk_factor entity.,seed
ent_def8b71ad598b2a0,chronic pain,Entity:Risk_Factor,chronic pain,Chronic Pain is a depression-related risk_factor entity.,seed
ent_950c25f929638c87,inflammatory burden,Entity:Risk_Factor,inflammatory burden,Inflammatory Burden is a depression-related risk_factor entity.,seed
ent_6073cbe8d958ba19,metabolic syndrome,Entity:Risk_Factor,metabolic syndrome,Metabolic Syndrome is a depression-related risk_factor entity.,seed
ent_91664903f0b1a126,obesity,Entity:Risk_Factor,obesity,Obesity is a depression-related risk_factor entity.,seed
ent_8bd2cc12172c73e1,diabetes mellitus,Entity:Risk_Factor,diabetes mellitus,Diabetes Mellitus is a depression-related risk_factor entity.,seed
ent_8545dcf536100e65,cardiovascular disease,Entity:Risk_Factor,cardiovascular disease,Cardiovascular Disease is a depression-related risk_factor entity.,seed
ent_ef30cc480d17752d,thyroid dysfunction,Entity:Risk_Factor,thyroid dysfunction,Thyroid Dysfunction is a depression-related risk_factor entity.,seed
ent_f1147392ae8733f8,vitamin d deficiency,Entity:Risk_Factor,vitamin d deficiency,Vitamin D Deficiency is a depression-related risk_factor entity.,seed
ent_b4ae81f511e057ad,iron deficiency,Entity:Risk_Factor,iron deficiency,Iron Deficiency is a depression-related risk_factor entity.,seed
ent_56038d565dace765,postpartum hormonal fluctuation,Entity:Risk_Factor,postpartum hormonal fluctuation,Postpartum Hormonal Fluctuation is a depression-related risk_factor entity.,seed
ent_0d4e29ad862c0570,perimenopausal hormonal change,Entity:Risk_Factor,perimenopausal hormonal change,Perimenopausal Hormonal Change is a depression-related risk_factor entity.,seed
ent_d71e4449108b20e2,genetic vulnerability,Entity:Risk_Factor,genetic vulnerability,Genetic Vulnerability is a depression-related risk_factor entity.,seed
ent_5af6a4cdeb3fbd4c,polygenic risk,Entity:Risk_Factor,polygenic risk,Polygenic Risk is a depression-related risk_factor entity.,seed
ent_81aabc164ae4c66f,family psychiatric history,Entity:Risk_Factor,family psychiatric history,Family Psychiatric History is a depression-related risk_factor entity.,seed
ent_ee9c01a98aee7ee5,comorbid anxiety disorder,Entity:Risk_Factor,comorbid anxiety disorder,Comorbid Anxiety Disorder is a depression-related risk_factor entity.,seed
ent_6d2a0cd439b3d9ae,personality vulnerability,Entity:Risk_Factor,personality vulnerability,Personality Vulnerability is a depression-related risk_factor entity.,seed
ent_39791743c1e9a145,high neuroticism,Entity:Risk_Factor,high neuroticism,High Neuroticism is a depression-related risk_factor entity.,seed
ent_795da06b0a6e8f9e,perfectionism trait,Entity:Risk_Factor,perfectionism trait,Perfectionism Trait is a depression-related risk_factor entity.,seed
ent_d950504bf0161db9,rumination tendency,Entity:Risk_Factor,rumination tendency,Rumination Tendency is a depression-related risk_factor entity.,seed
ent_c91a487f41c050fb,negative cognitive bias,Entity:Risk_Factor,negative cognitive bias,Negative Cognitive Bias is a depression-related risk_factor entity.,seed
ent_b43101edb0847777,learned helplessness pattern,Entity:Risk_Factor,learned helplessness pattern,Learned Helplessness Pattern is a depression-related risk_factor entity.,seed
ent_37dc25b250228e3b,stigma exposure,Entity:Risk_Factor,stigma exposure,Stigma Exposure is a depression-related risk_factor entity.,seed
ent_85ed04e549a58212,limited access to care,Entity:Risk_Factor,limited access to care,Limited Access To Care is a depression-related risk_factor entity.,seed
ent_c37e5e083306468e,treatment nonadherence risk,Entity:Risk_Factor,treatment nonadherence risk,Treatment Nonadherence Risk is a depression-related risk_factor entity.,seed
ent_1971fa9999448b63,behavioral activation therapy,Entity:Treatment,behavioral activation therapy,Behavioral Activation Therapy is a depression-related treatment entity.,seed
ent_41ba3cbeaac055b3,interpersonal psychotherapy,Entity:Treatment,interpersonal psychotherapy,Interpersonal Psychotherapy is a depression-related treatment entity.,seed
ent_4bfb0e39377d38fb,problem-solving therapy,Entity:Treatment,problem-solving therapy,Problem-Solving Therapy is a depression-related treatment entity.,seed
ent_d8e4ae8e171ff91a,acceptance and commitment therapy,Entity:Treatment,acceptance and commitment therapy,Acceptance And Commitment Therapy is a depression-related treatment entity.,seed
ent_3a8b71d78531e47e,dialectical behavior therapy,Entity:Treatment,dialectical behavior therapy,Dialectical Behavior Therapy is a depression-related treatment entity.,seed
ent_d7b03fba85bcbd39,mindfulness-based cognitive therapy,Entity:Treatment,mindfulness-based cognitive therapy,Mindfulness-Based Cognitive Therapy is a depression-related treatment entity.,seed
ent_87f549bf9d0939f9,metacognitive therapy,Entity:Treatment,metacognitive therapy,Metacognitive Therapy is a depression-related treatment entity.,seed
ent_01d21fcb72a0410a,schema therapy,Entity:Treatment,schema therapy,Schema Therapy is a depression-related treatment entity.,seed
ent_86bde491543684b5,compassion-focused therapy,Entity:Treatment,compassion-focused therapy,Compassion-Focused Therapy is a depression-related treatment entity.,seed
ent_54d77dda71856262,short-term psychodynamic therapy,Entity:Treatment,short-term psychodynamic therapy,Short-Term Psychodynamic Therapy is a depression-related treatment entity.,seed
ent_2b144cf70f3c053b,supportive psychotherapy,Entity:Treatment,supportive psychotherapy,Supportive Psychotherapy is a depression-related treatment entity.,seed
ent_2dd9381d546507ce,group psychotherapy,Entity:Treatment,group psychotherapy,Group Psychotherapy is a depression-related treatment entity.,seed
ent_0de0726193720de8,family therapy,Entity:Treatment,family therapy,Family Therapy is a depression-related treatment entity.,seed
ent_6176365d9f79f001,couples therapy,Entity:Treatment,couples therapy,Couples Therapy is a depression-related treatment entity.,seed
ent_dfb34623a626a67f,collaborative care model,Entity:Treatment,collaborative care model,Collaborative Care Model is a depression-related treatment entity.,seed
ent_e3c94fa1293e5590,stepped care model,Entity:Treatment,stepped care model,Stepped Care Model is a depression-related treatment entity.,seed
ent_654f10ba5e6c36a5,digital cognitive behavioral therapy,Entity:Treatment,digital cognitive behavioral therapy,Digital Cognitive Behavioral Therapy is a depression-related treatment entity.,seed
ent_eb55ea259ad3b65c,internet-based psychotherapy,Entity:Treatment,internet-based psychotherapy,Internet-Based Psychotherapy is a depression-related treatment entity.,seed
ent_8df97869545d0c2d,guided self-help therapy,Entity:Treatment,guided self-help therapy,Guided Self-Help Therapy is a depression-related treatment entity.,seed
ent_fa4da587d325610d,exercise prescription,Entity:Treatment,exercise prescription,Exercise Prescription is a depression-related treatment entity.,seed
ent_79dee172400c3c41,aerobic exercise intervention,Entity:Treatment,aerobic exercise intervention,Aerobic Exercise Intervention is a depression-related treatment entity.,seed
ent_a1ac99626b5a9a66,resistance training intervention,Entity:Treatment,resistance training intervention,Resistance Training Intervention is a depression-related treatment entity.,seed
ent_0107e3aefebeee77,sleep hygiene intervention,Entity:Treatment,sleep hygiene intervention,Sleep Hygiene Intervention is a depression-related treatment entity.,seed
ent_8cd42a15418513d5,chronotherapy,Entity:Treatment,chronotherapy,Chronotherapy is a depression-related treatment entity.,seed
ent_5ac4ec3a6fe2c55b,light therapy,Entity:Treatment,light therapy,Light Therapy is a depression-related treatment entity.,seed
ent_19c6de86c3a0c407,wake therapy,Entity:Treatment,wake therapy,Wake Therapy is a depression-related treatment entity.,seed
ent_a5f9fe6c7eb80432,cognitive remediation,Entity:Treatment,cognitive remediation,Cognitive Remediation is a depression-related treatment entity.,seed
ent_66180fdc131ee2f2,social rhythm therapy,Entity:Treatment,social rhythm therapy,Social Rhythm Therapy is a depression-related treatment entity.,seed
ent_5010e83d19414d0b,psychoeducation intervention,Entity:Treatment,psychoeducation intervention,Psychoeducation Intervention is a depression-related treatment entity.,seed
ent_621b25116144981c,medication management,Entity:Treatment,medication management,Medication Management is a depression-related treatment entity.,seed
ent_4bc64096c4d42f6d,combination therapy,Entity:Treatment,combination therapy,Combination Therapy is a depression-related treatment entity.,seed
ent_e867842ca1a7bd6b,augmentation strategy,Entity:Treatment,augmentation strategy,Augmentation Strategy is a depression-related treatment entity.,seed
ent_f40a4417e2b47053,maintenance therapy,Entity:Treatment,maintenance therapy,Maintenance Therapy is a depression-related treatment entity.,seed
ent_c3939252418f2150,relapse prevention program,Entity:Treatment,relapse prevention program,Relapse Prevention Program is a depression-related treatment entity.,seed
ent_cc09d47eca6ee40d,measurement-based care,Entity:Treatment,measurement-based care,Measurement-Based Care is a depression-related treatment entity.,seed
ent_c12488c1805f9b4e,transcranial direct current stimulation,Entity:Treatment,transcranial direct current stimulation,Transcranial Direct Current Stimulation is a depression-related treatment entity.,seed
ent_55e9af46981093a4,vagus nerve stimulation,Entity:Treatment,vagus nerve stimulation,Vagus Nerve Stimulation is a depression-related treatment entity.,seed
ent_8be5e3cb75efc93a,deep brain stimulation,Entity:Treatment,deep brain stimulation,Deep Brain Stimulation is a depression-related treatment entity.,seed
ent_123aea1d40190772,ketamine-assisted therapy,Entity:Treatment,ketamine-assisted therapy,Ketamine-Assisted Therapy is a depression-related treatment entity.,seed
ent_cc76b5699979f1c9,esketamine therapy,Entity:Treatment,esketamine therapy,Esketamine Therapy is a depression-related treatment entity.,seed
ent_70931d60bfcb8a83,citalopram,Entity:Drug,citalopram,Citalopram is a depression-related drug entity.,seed
ent_86a39be4bbb7091f,fluvoxamine,Entity:Drug,fluvoxamine,Fluvoxamine is a depression-related drug entity.,seed
ent_c7dee58db7047c0e,duloxetine,Entity:Drug,duloxetine,Duloxetine is a depression-related drug entity.,seed
ent_daff5094d0364845,desvenlafaxine,Entity:Drug,desvenlafaxine,Desvenlafaxine is a depression-related drug entity.,seed
ent_df776922c0b3318f,levomilnacipran,Entity:Drug,levomilnacipran,Levomilnacipran is a depression-related drug entity.,seed
ent_14660fb678109541,milnacipran,Entity:Drug,milnacipran,Milnacipran is a depression-related drug entity.,seed
ent_490d446d75e2395a,mirtazapine,Entity:Drug,mirtazapine,Mirtazapine is a depression-related drug entity.,seed
ent_c68d2586ea60aca8,agomelatine,Entity:Drug,agomelatine,Agomelatine is a depression-related drug entity.,seed
ent_97d668704b381ad2,vortioxetine,Entity:Drug,vortioxetine,Vortioxetine is a depression-related drug entity.,seed
ent_bee83a939a15826f,vilazodone,Entity:Drug,vilazodone,Vilazodone is a depression-related drug entity.,seed
ent_efc41ac958a3d37e,trazodone,Entity:Drug,trazodone,Trazodone is a depression-related drug entity.,seed
ent_282c35d3a4e92542,nefazodone,Entity:Drug,nefazodone,Nefazodone is a depression-related drug entity.,seed
ent_6cd0cd4ebfd55673,reboxetine,Entity:Drug,reboxetine,Reboxetine is a depression-related drug entity.,seed
ent_7a14db58c249685c,maprotiline,Entity:Drug,maprotiline,Maprotiline is a depression-related drug entity.,seed
