entity_id,canonical_name,entity_type,aliases_json,description,source,source_id,created_at,updated_at
ent_a72b01afbb87c8aa,enthusiasm,emotion,"[""enthusiasm""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cdd52878732cec94,excitement,emotion,"[""excitement""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5a6024d21caa5a97,anticipation,emotion,"[""anticipation""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_984dc7f99750fb0b,motivation,emotion,"[""motivation""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_28fd6bff5662892b,vitality,emotion,"[""vitality""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6935d5f9b2fb6558,emotional stability,emotion,"[""emotional stability""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a4f1a1019567156b,depressed mood,emotion,"[""depressed mood""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ad4695901e72afdd,dysphoria,emotion,"[""dysphoria""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_621daf0c1e88c26e,melancholy,emotion,"[""melancholy""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ea47b13c440fecbd,grief,emotion,"[""grief""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0ef66bb1482968ff,emptiness,emotion,"[""emptiness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_57d295d6d4ee382b,emotional numbness,emotion,"[""emotional numbness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3cdb9c706d83c19b,anxiety,emotion,"[""anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9d54260330acdc44,worry,emotion,"[""worry""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2cf303d632131b1f,apprehension,emotion,"[""apprehension""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8876d85b85553911,fear,emotion,"[""fear""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c90ae032a38eae00,panic,emotion,"[""panic""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8d5f6c95675abd0d,nervousness,emotion,"[""nervousness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c440ee0e1556d7f4,tension,emotion,"[""tension""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ee2d50e9cdb68b4b,irritability,emotion,"[""irritability""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d0fd45739678a45b,anger,emotion,"[""anger""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_11fffb9fcc435091,frustration,emotion,"[""frustration""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5f4639b3277a568d,hostility,emotion,"[""hostility""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f4077b3c6b8b45cb,resentment,emotion,"[""resentment""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1e3dd30ad2ef6e80,rage,emotion,"[""rage""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5188928bde44770b,shame,emotion,"[""shame""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_157fd6a045eda078,self-blame,emotion,"[""self-blame""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9334cc89f1c33e94,embarrassment,emotion,"[""embarrassment""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_304c177e94849b3a,worthlessness,emotion,"[""worthlessness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_80983c144f76473e,helplessness,emotion,"[""helplessness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c3160a6a6f9af5db,social pain,emotion,"[""social pain""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cc649062177a7723,jealousy,emotion,"[""jealousy""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c45a23b2380d9451,envy,emotion,"[""envy""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_373da4349803832f,disappointment,emotion,"[""disappointment""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c979053685b4f5b9,regret,emotion,"[""regret""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2f1fde659abe90e2,bitterness,emotion,"[""bitterness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cf219381fe900193,despair,emotion,"[""despair""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e3cae8a9b31cc682,apathy,emotion,"[""apathy""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1198be69c6a1c6db,amotivation,emotion,"[""amotivation""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_67c4de75e5a5f404,emotional blunting,emotion,"[""emotional blunting""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5d4c8937ebfe4f23,alexithymia,emotion,"[""alexithymia""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6cb8ef1daae6053f,emotional lability,emotion,"[""emotional lability""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_27293149938ced9a,mood swings,emotion,"[""mood swings""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c09cb815870042f8,affective instability,emotion,"[""affective instability""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ccc267ca7ce60801,tearfulness,emotion,"[""tearfulness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b9d336b8bb15bb9f,emotional reactivity,emotion,"[""emotional reactivity""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7b45ec3677df7f1e,emotional sensitivity,emotion,"[""emotional sensitivity""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_582f9013f10f688c,rejection sensitivity,emotion,"[""rejection sensitivity""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e112220a6d85345b,rumination,emotion,"[""rumination""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8ffce05436d7319d,catastrophizing,emotion,"[""catastrophizing""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2bd3dae3d0244f86,self-criticism,emotion,"[""self-criticism""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_da07123aaf38e602,self-compassion,emotion,"[""self-compassion""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2cc5a28ee1b87689,emotional avoidance,emotion,"[""emotional avoidance""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a5c3245fb4d4c4c7,suppressed anger,emotion,"[""suppressed anger""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c72d69343660e07b,suppressed sadness,emotion,"[""suppressed sadness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_801324a14f15adfc,suppressed anxiety,emotion,"[""suppressed anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6d2747a996c92aea,social anxiety,emotion,"[""social anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c1ca705b5fad080c,performance anxiety,emotion,"[""performance anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ba11ce682aa8d09b,health anxiety,emotion,"[""health anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_13d7e4754708bb7b,separation anxiety,emotion,"[""separation anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_31facb196bd560bd,anticipatory anxiety,emotion,"[""anticipatory anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b47a84a2a7e5262f,state anxiety,emotion,"[""state anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b96c81d478568a93,trait anxiety,emotion,"[""trait anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_491e02f34fe80262,state anger,emotion,"[""state anger""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8b6ffb0c8c7729bd,trait anger,emotion,"[""trait anger""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_26066693ed56f602,persistent sadness,emotion,"[""persistent sadness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2fc22025ba3f097b,mixed affective state,emotion,"[""mixed affective state""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_08e452ac572f2685,blunted positive affect,emotion,"[""blunted positive affect""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b1a27893b2220a8e,low positive affect,emotion,"[""low positive affect""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b9a597a396baf202,high negative affect,emotion,"[""high negative affect""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b4db8a8f8f5558f6,emotional exhaustion,emotion,"[""emotional exhaustion""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ab6b1dae4255ee5e,burnout-related affect,emotion,"[""burnout-related affect""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_17b6f00bdf05b4a4,demoralization,emotion,"[""demoralization""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f0a12b34ffb296f3,discouragement,emotion,"[""discouragement""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1ccd4eb4dcc556bd,emotional detachment,emotion,"[""emotional detachment""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f502d400bdc61b5d,emotional overwhelm,emotion,"[""emotional overwhelm""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e7f5c6437801323b,emotional pain,emotion,"[""emotional pain""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cf665b647de00edc,psychological distress,emotion,"[""psychological distress""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a0470b6109607308,inner tension,emotion,"[""inner tension""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e0f8e9fb9abe0a90,restlessness,emotion,"[""restlessness""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_92330c48e1dcee69,agitation,emotion,"[""agitation""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_eb2a229467bb0c4d,psychomotor agitation affect,emotion,"[""psychomotor agitation affect""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b9c11f87dc61202b,psychomotor retardation affect,emotion,"[""psychomotor retardation affect""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b917edc334f953dc,fear of failure,emotion,"[""fear of failure""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5a33a97820bea1a5,fear of rejection,emotion,"[""fear of rejection""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1309cd6e148ef3e4,fear of judgment,emotion,"[""fear of judgment""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_650de42ecaf15326,interpersonal insecurity,emotion,"[""interpersonal insecurity""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_17b8f6e855a601c3,attachment anxiety,emotion,"[""attachment anxiety""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2916af2a2cb4b04b,attachment avoidance,emotion,"[""attachment avoidance""]",Emotion-related entity for affective recognition and depression KG expansion.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cf04423013376268,positive affect,affect_dimension,"[""positive affect""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1a2c00134f9f0033,negative affect,affect_dimension,"[""negative affect""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_12cef8df795ac564,valence,affect_dimension,"[""valence""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c4a2bffef545d659,arousal,affect_dimension,"[""arousal""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7c49e276477b3a7b,dominance,affect_dimension,"[""dominance""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5a8e878801b1da5c,emotional intensity,affect_dimension,"[""emotional intensity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_03fd0bf35b70755f,emotion granularity,affect_dimension,"[""emotion granularity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9805f3a5b43a8d87,affect variability,affect_dimension,"[""affect variability""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9e3a25de455223bf,affect inertia,affect_dimension,"[""affect inertia""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_07cbdd4f0a6090aa,mood congruence,affect_dimension,"[""mood congruence""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_81f4373cbba81c5b,emotional clarity,affect_dimension,"[""emotional clarity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0382b01a31f55d3d,emotional awareness,affect_dimension,"[""emotional awareness""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7febffe56e7faee2,emotional coherence,affect_dimension,"[""emotional coherence""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_260f4c579f624132,affective chronometry,affect_dimension,"[""affective chronometry""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3f61f4662552fb72,stress reactivity,affect_dimension,"[""stress reactivity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bb64c4918846af3f,reward sensitivity,affect_dimension,"[""reward sensitivity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c839f010252a3aed,punishment sensitivity,affect_dimension,"[""punishment sensitivity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e67ef4bb166cef93,threat sensitivity,affect_dimension,"[""threat sensitivity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_998f388c945afa85,social reward sensitivity,affect_dimension,"[""social reward sensitivity""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_acbca396b25ab912,emotion differentiation,affect_dimension,"[""emotion differentiation""]",Affect dimension for structured emotion representation.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_49f8cde2f2b99f44,cognitive reappraisal,emotion_regulation,"[""cognitive reappraisal"", ""reappraisal""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1bb2a2c9a03d36a8,expressive suppression,emotion_regulation,"[""expressive suppression"", ""suppression strategy""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7e4e98ec0dbf6106,mindfulness,emotion_regulation,"[""mindfulness""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3a112a17ced84759,acceptance,emotion_regulation,"[""acceptance""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b58a24f0e2739731,problem-solving coping,emotion_regulation,"[""problem-solving coping""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_52c59469e048a31d,emotion labeling,emotion_regulation,"[""emotion labeling""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_839b418af587653e,affect naming,emotion_regulation,"[""affect naming""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_378650e296e3504b,self-soothing,emotion_regulation,"[""self-soothing""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_dba03abf98063ae8,distress tolerance,emotion_regulation,"[""distress tolerance""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_aa3dce89693355e1,grounding technique,emotion_regulation,"[""grounding technique""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_aaaacaa136416855,breathing regulation,emotion_regulation,"[""breathing regulation""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b17da8de2e407729,progressive muscle relaxation,emotion_regulation,"[""progressive muscle relaxation""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1cdab7063073aefc,behavioral activation,emotion_regulation,"[""behavioral activation""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c00bd59a36ebf081,opposite action strategy,emotion_regulation,"[""opposite action strategy""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_23fd8b1e8bfb7692,attentional deployment,emotion_regulation,"[""attentional deployment""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c609032b77ee2c88,response modulation,emotion_regulation,"[""response modulation""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1f1715124ecb4773,situation selection,emotion_regulation,"[""situation selection""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bbfc6868d891879f,situation modification,emotion_regulation,"[""situation modification""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_778954eb563fd607,rumination reduction,emotion_regulation,"[""rumination reduction""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d636e8103320c2f6,worry postponement,emotion_regulation,"[""worry postponement""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c218cc3c78c51d1f,compassion practice,emotion_regulation,"[""compassion practice""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3472b14c68f8c895,gratitude practice,emotion_regulation,"[""gratitude practice""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f215eacd5e0f0c00,sleep hygiene adherence,emotion_regulation,"[""sleep hygiene adherence""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7237e14767c16337,stimulus control for insomnia,emotion_regulation,"[""stimulus control for insomnia""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_29052d67150bb922,sleep restriction therapy,emotion_regulation,"[""sleep restriction therapy""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e9521dc6d49882be,relaxation training,emotion_regulation,"[""relaxation training""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a5d9bde43dc67092,imagery rehearsal therapy,emotion_regulation,"[""imagery rehearsal therapy""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_31f1f06582eb2c44,biofeedback regulation,emotion_regulation,"[""biofeedback regulation""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c6d00f5f63d21a0a,heart rate variability biofeedback,emotion_regulation,"[""heart rate variability biofeedback""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_08a703c0b468c9e2,cognitive defusion,emotion_regulation,"[""cognitive defusion""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b2e53fadb82f938c,values-based action,emotion_regulation,"[""values-based action""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_db1e7630bd71cc98,social support seeking,emotion_regulation,"[""social support seeking""]",Emotion regulation strategy entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1391aa0dea8fa8dc,PANAS,scale,"[""PANAS""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_641b0ef852051cea,positive and negative affect schedule,scale,"[""panas scale"", ""positive and negative affect schedule""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9c779fba47ed517b,DERS,scale,"[""DERS""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
