relation_id,head_entity_id,relation_type,tail_entity_id,evidence_text,source,source_id,confidence,created_at
rel_a0797bd7e9d4e9a5,ent_3c34679de46ddbcc,associated_with,ent_83eb6ef7367a927d,"Premenstrual syndrome (PMS) and postpartum depression (PPD) are hormonally mediated mood disorders occurring at different but physiologically related reproductive stages. Although previous studies suggest an association between PMS and PPD, evidence from cohort study regarding the effect of PMS on new-onset PPD remains limited. To examine the association between prepregnancy PMS and risk of new-onset PPD within one year after childbirth among primiparous women. This retrospective cohort study us",pubmed,41903761,0.73,2026-04-10T11:06:57+00:00
rel_b4c7db09313b45f0,ent_3c34679de46ddbcc,has_symptom,ent_8a621b79f01ba6ff,"This article addresses physical activity during pregnancy and the postpartum period, a crucial public health concern. We examine the latest insights into physical activity during the perinatal phase, highlighting key findings on the attitudes, perceived barriers, and factors that influence participation. Engaging in moderate physical activity during this period is deemed safe and offers numerous benefits, such as lowered risks of gestational diabetes, preeclampsia, and excessive weight gain, alo",pubmed,41897247,0.75,2026-04-10T11:06:57+00:00
rel_215b016ccb8f3da0,ent_3c34679de46ddbcc,has_symptom,ent_23fb986c6649a447,"This article addresses physical activity during pregnancy and the postpartum period, a crucial public health concern. We examine the latest insights into physical activity during the perinatal phase, highlighting key findings on the attitudes, perceived barriers, and factors that influence participation. Engaging in moderate physical activity during this period is deemed safe and offers numerous benefits, such as lowered risks of gestational diabetes, preeclampsia, and excessive weight gain, alo",pubmed,41897247,0.75,2026-04-10T11:06:57+00:00
rel_daef9b688bd31fc1,ent_3c34679de46ddbcc,measured_by,ent_b06456b185ec5f0b,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_ade46cd83ced8c08,ent_3c34679de46ddbcc,measured_by,ent_b74e0c0250fd8ccf,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_bcd2d124b25272fc,ent_3c34679de46ddbcc,measured_by,ent_fc6e681b9cd145a9,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_b4900e8828a9ef2d,ent_3c34679de46ddbcc,measured_by,ent_92d315d3da55995a,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_27533519fcc64158,ent_3c34679de46ddbcc,measured_by,ent_fc193a1de4f53c5a,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_aa1977c2af2b835a,ent_77fe8d4c39978930,measured_by,ent_b06456b185ec5f0b,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_18eac94641532eed,ent_77fe8d4c39978930,measured_by,ent_b74e0c0250fd8ccf,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_139b335a65bae812,ent_77fe8d4c39978930,measured_by,ent_fc6e681b9cd145a9,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_1aae64ac73c26089,ent_77fe8d4c39978930,measured_by,ent_92d315d3da55995a,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_bf21cdf89f67c70b,ent_77fe8d4c39978930,measured_by,ent_fc193a1de4f53c5a,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.7,2026-04-10T11:06:57+00:00
rel_a02888c86889120d,ent_3c34679de46ddbcc,associated_with,ent_3cdb9c706d83c19b,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.73,2026-04-10T11:06:57+00:00
rel_34bf44ee54f7d88e,ent_3c34679de46ddbcc,associated_with,ent_b96c81d478568a93,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.73,2026-04-10T11:06:57+00:00
rel_6f74c710fab9dcbd,ent_77fe8d4c39978930,associated_with,ent_3cdb9c706d83c19b,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.73,2026-04-10T11:06:57+00:00
rel_405efd26521ac497,ent_77fe8d4c39978930,associated_with,ent_b96c81d478568a93,"Background/Objectives: Postpartum depression affects 10-20% of women and may have long-term consequences for mental health. This study examines the association between postpartum depressive symptoms and women's depression and anxiety symptoms 11 and 15 years after childbirth. Methods: Data were drawn from the Rhea Mother-Child Cohort in Crete, Greece. A total of 1079 women completed the Edinburgh Postnatal Depression Scale (EPDS) at approximately 8-10 weeks postpartum. Of these, 516 participated",pubmed,41897199,0.73,2026-04-10T11:06:57+00:00
rel_3fe7c79d699d1cf3,ent_77fe8d4c39978930,has_risk_factor,R0000001,"Background/Objectives: Perinatal depressive symptoms are influenced by psychosocial and relational factors. This study examined stage-specific associations between adult attachment style, psychological stress responses, satisfaction with the childcare environment, and depressive symptoms across five perinatal stages in Japan. Methods: This repeated cross-sectional study included 417 independent assessment datasets collected during the first, second, and third trimesters, and at two weeks and one",pubmed,41897045,0.72,2026-04-10T11:06:57+00:00
rel_5f472f9ea55511b6,ent_77fe8d4c39978930,measured_by,ent_92d315d3da55995a,"Background/Objectives: Perinatal depressive symptoms are influenced by psychosocial and relational factors. This study examined stage-specific associations between adult attachment style, psychological stress responses, satisfaction with the childcare environment, and depressive symptoms across five perinatal stages in Japan. Methods: This repeated cross-sectional study included 417 independent assessment datasets collected during the first, second, and third trimesters, and at two weeks and one",pubmed,41897045,0.7,2026-04-10T11:06:57+00:00
rel_bd57e240149e4d65,ent_77fe8d4c39978930,measured_by,ent_fc193a1de4f53c5a,"Background/Objectives: Perinatal depressive symptoms are influenced by psychosocial and relational factors. This study examined stage-specific associations between adult attachment style, psychological stress responses, satisfaction with the childcare environment, and depressive symptoms across five perinatal stages in Japan. Methods: This repeated cross-sectional study included 417 independent assessment datasets collected during the first, second, and third trimesters, and at two weeks and one",pubmed,41897045,0.7,2026-04-10T11:06:57+00:00
rel_a75ddb32364df363,ent_77fe8d4c39978930,associated_with,ent_8dd0a18747c4436e,"Background/Objectives: Perinatal depressive symptoms are influenced by psychosocial and relational factors. This study examined stage-specific associations between adult attachment style, psychological stress responses, satisfaction with the childcare environment, and depressive symptoms across five perinatal stages in Japan. Methods: This repeated cross-sectional study included 417 independent assessment datasets collected during the first, second, and third trimesters, and at two weeks and one",pubmed,41897045,0.73,2026-04-10T11:06:57+00:00
rel_f2e0db9c3142e57f,ent_77fe8d4c39978930,measured_by,ent_92d315d3da55995a,"Perinatal obsessive–compulsive (OC) symptoms are common and distressing, yet their impact on early parenting outcomes such as maternal-infant bonding remains poorly understood. Although prior research links maternal depression and anxiety to bonding difficulties, less is known about how perinatal OC symptoms relate to maternal-infant bonding over time, or the extent to which maternal-partner relationship quality is associated with these outcomes, and whether depressive symptoms explain observed ",pubmed,41896388,0.7,2026-04-10T11:06:57+00:00
rel_3fcd93bd38612f66,ent_77fe8d4c39978930,measured_by,ent_fc193a1de4f53c5a,"Perinatal obsessive–compulsive (OC) symptoms are common and distressing, yet their impact on early parenting outcomes such as maternal-infant bonding remains poorly understood. Although prior research links maternal depression and anxiety to bonding difficulties, less is known about how perinatal OC symptoms relate to maternal-infant bonding over time, or the extent to which maternal-partner relationship quality is associated with these outcomes, and whether depressive symptoms explain observed ",pubmed,41896388,0.7,2026-04-10T11:06:57+00:00
rel_bf92ab371588eae1,ent_77fe8d4c39978930,associated_with,ent_3cdb9c706d83c19b,"Perinatal obsessive–compulsive (OC) symptoms are common and distressing, yet their impact on early parenting outcomes such as maternal-infant bonding remains poorly understood. Although prior research links maternal depression and anxiety to bonding difficulties, less is known about how perinatal OC symptoms relate to maternal-infant bonding over time, or the extent to which maternal-partner relationship quality is associated with these outcomes, and whether depressive symptoms explain observed ",pubmed,41896388,0.73,2026-04-10T11:06:57+00:00
rel_df2368c0dc279730,ent_3c34679de46ddbcc,measured_by,SC000001,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_75632c87a27ed381,ent_3c34679de46ddbcc,measured_by,ent_380bf3121dc6dca5,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_3193607e068ae597,ent_3c34679de46ddbcc,measured_by,ent_92d315d3da55995a,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_602740fe1ece9274,ent_3c34679de46ddbcc,measured_by,ent_fc193a1de4f53c5a,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_322c909424880407,ent_111139d387edc2a1,measured_by,SC000001,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_307a5e097f31a9ce,ent_111139d387edc2a1,measured_by,ent_380bf3121dc6dca5,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_4d655b5cbf0d4003,ent_111139d387edc2a1,measured_by,ent_92d315d3da55995a,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_0b14af4ca97d7e9e,ent_111139d387edc2a1,measured_by,ent_fc193a1de4f53c5a,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_41458557e75e0469,ent_77fe8d4c39978930,measured_by,SC000001,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_171b0fa4e39a4247,ent_77fe8d4c39978930,measured_by,ent_380bf3121dc6dca5,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_544f543c4c7021e2,ent_77fe8d4c39978930,measured_by,ent_92d315d3da55995a,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_9e49b2afba20ee65,ent_77fe8d4c39978930,measured_by,ent_fc193a1de4f53c5a,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.7,2026-04-10T11:06:57+00:00
rel_a7e4c88917774beb,ent_3c34679de46ddbcc,associated_with,ent_3cdb9c706d83c19b,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.73,2026-04-10T11:06:57+00:00
rel_29b44d6317e81f74,ent_111139d387edc2a1,associated_with,ent_3cdb9c706d83c19b,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.73,2026-04-10T11:06:57+00:00
rel_5ea72b2f76fc96bb,ent_77fe8d4c39978930,associated_with,ent_3cdb9c706d83c19b,"Background/Objectives: While postpartum depression is widely screened, the predictive value of antenatal symptoms remains underutilized. This study aimed to retrospectively analyze the longitudinal trajectory of depressive and anxiety symptoms from mid-pregnancy to the late postpartum period to identify critical windows for intervention and assess the impact of mental health service utilization. Methods: A retrospective longitudinal cohort study was conducted on 125 pregnant women monitored at t",pubmed,41892817,0.73,2026-04-10T11:06:57+00:00
rel_056dae0f2d03ef50,ent_3c34679de46ddbcc,measured_by,ent_92d315d3da55995a,Aim: This study aimed to examine the effect of postpartum mood education on maternity blues and postpartum depression among primiparous mothers. Design: Randomized controlled trial. Methods: A total of 146 primiparous women were randomly assigned to intervention (education) or control groups. Data were collected using the Maternity Blues Scale (MBS) and the Edinburgh Postnatal Depression Scale (EPDS). Results: The intervention and control groups were largely comparable in sociodemographic charac,pubmed,41885355,0.7,2026-04-10T11:06:57+00:00
rel_587a927240df26db,ent_3c34679de46ddbcc,measured_by,ent_fc193a1de4f53c5a,Aim: This study aimed to examine the effect of postpartum mood education on maternity blues and postpartum depression among primiparous mothers. Design: Randomized controlled trial. Methods: A total of 146 primiparous women were randomly assigned to intervention (education) or control groups. Data were collected using the Maternity Blues Scale (MBS) and the Edinburgh Postnatal Depression Scale (EPDS). Results: The intervention and control groups were largely comparable in sociodemographic charac,pubmed,41885355,0.7,2026-04-10T11:06:57+00:00
rel_4f5ac9275ae379bb,ent_77fe8d4c39978930,measured_by,ent_92d315d3da55995a,Aim: This study aimed to examine the effect of postpartum mood education on maternity blues and postpartum depression among primiparous mothers. Design: Randomized controlled trial. Methods: A total of 146 primiparous women were randomly assigned to intervention (education) or control groups. Data were collected using the Maternity Blues Scale (MBS) and the Edinburgh Postnatal Depression Scale (EPDS). Results: The intervention and control groups were largely comparable in sociodemographic charac,pubmed,41885355,0.7,2026-04-10T11:06:57+00:00
rel_9adc93d733f8d012,ent_77fe8d4c39978930,measured_by,ent_fc193a1de4f53c5a,Aim: This study aimed to examine the effect of postpartum mood education on maternity blues and postpartum depression among primiparous mothers. Design: Randomized controlled trial. Methods: A total of 146 primiparous women were randomly assigned to intervention (education) or control groups. Data were collected using the Maternity Blues Scale (MBS) and the Edinburgh Postnatal Depression Scale (EPDS). Results: The intervention and control groups were largely comparable in sociodemographic charac,pubmed,41885355,0.7,2026-04-10T11:06:57+00:00
rel_c6aefa5e67df5237,ent_3c34679de46ddbcc,measured_by,ent_380bf3121dc6dca5,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.7,2026-04-10T11:06:57+00:00
rel_2a5a039aa2fe120e,ent_3c34679de46ddbcc,measured_by,ent_92d315d3da55995a,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.7,2026-04-10T11:06:57+00:00
rel_ee67a5fb26e13b4b,ent_3c34679de46ddbcc,measured_by,ent_fc193a1de4f53c5a,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.7,2026-04-10T11:06:57+00:00
rel_e39fe33861420f16,ent_77fe8d4c39978930,measured_by,ent_380bf3121dc6dca5,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.7,2026-04-10T11:06:57+00:00
rel_521cf0c6756be523,ent_77fe8d4c39978930,measured_by,ent_92d315d3da55995a,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.7,2026-04-10T11:06:57+00:00
rel_5835891614ec5b19,ent_77fe8d4c39978930,measured_by,ent_fc193a1de4f53c5a,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.7,2026-04-10T11:06:57+00:00
rel_d6018237b0acc865,T0000002,treats,ent_3c34679de46ddbcc,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.78,2026-04-10T11:06:57+00:00
rel_47d2399a636700a8,T0000002,treats,ent_77fe8d4c39978930,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.78,2026-04-10T11:06:57+00:00
rel_4c23d3e930dc9abc,ent_3c34679de46ddbcc,associated_with,ent_8dd0a18747c4436e,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.73,2026-04-10T11:06:57+00:00
rel_74ff38de086bffdc,ent_3c34679de46ddbcc,associated_with,ent_3cdb9c706d83c19b,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.73,2026-04-10T11:06:57+00:00
rel_b0d1bbf46ab8c5d1,ent_77fe8d4c39978930,associated_with,ent_8dd0a18747c4436e,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.73,2026-04-10T11:06:57+00:00
rel_53570224b9c2dce4,ent_77fe8d4c39978930,associated_with,ent_3cdb9c706d83c19b,"The shortage of mental health resources remains a major barrier to effective and scalable interventions for perinatal depression (PND). To address this challenge, this study evaluated the effectiveness of a tiered internet-based cognitive behavioral therapy (iCBT) intervention for PND, delivered by non-specialist health care providers (HCPs) within the primary care system. This pragmatic, non-randomized controlled trial enrolled pregnant women from two antenatal clinics in Hefei, China. Particip",pubmed,41881119,0.73,2026-04-10T11:06:57+00:00
rel_43a200e458861ed2,ent_3c34679de46ddbcc,measured_by,ent_92d315d3da55995a,The objective of this study was to determine if Edinburgh Postnatal Depression Scale (EPDS) scores at delivery discharge are predictive of EPDS scores at 2-6 weeks postpartum. This was a retrospective cohort study of all patients who delivered at an urban academic medical center from 6/2021 to 6/2022. Universal EPDS screening was implemented for all patients prior to discharge; a score of ≥ 9 was considered at risk for postpartum depression. Patients were re-screened at 2-6 weeks postpartum. The,pubmed,41872437,0.7,2026-04-10T11:06:57+00:00
rel_53cad4e790dbb047,ent_3c34679de46ddbcc,measured_by,ent_fc193a1de4f53c5a,The objective of this study was to determine if Edinburgh Postnatal Depression Scale (EPDS) scores at delivery discharge are predictive of EPDS scores at 2-6 weeks postpartum. This was a retrospective cohort study of all patients who delivered at an urban academic medical center from 6/2021 to 6/2022. Universal EPDS screening was implemented for all patients prior to discharge; a score of ≥ 9 was considered at risk for postpartum depression. Patients were re-screened at 2-6 weeks postpartum. The,pubmed,41872437,0.7,2026-04-10T11:06:57+00:00
